|soc_code|soc_title|soc_direct_match_title|illustrative_example
3920|45-2099|Agricultural Workers, All Other|Irrigation Worker|x
3921|45-2099|Agricultural Workers, All Other|Livestock Showman|
3922|45-3031|Fishing and Hunting Workers|Alligator Hunter|
3923|45-3031|Fishing and Hunting Workers|Bird Trapper|x
3924|45-3031|Fishing and Hunting Workers|Commercial Crabber|
3925|45-3031|Fishing and Hunting Workers|Commercial Fisher|
3926|45-3031|Fishing and Hunting Workers|Crab Fisher|
3927|45-3031|Fishing and Hunting Workers|Crabber|
3928|45-3031|Fishing and Hunting Workers|Deer Hunter|x
3929|45-3031|Fishing and Hunting Workers|Fishing Boat Captain|
3930|45-3031|Fishing and Hunting Workers|Fur Trapper|
3931|45-3031|Fishing and Hunting Workers|Lobster Catcher|
3932|45-3031|Fishing and Hunting Workers|Oyster Boat Laborer|
3933|45-3031|Fishing and Hunting Workers|Predator Control Trapper|
3934|45-3031|Fishing and Hunting Workers|Predatory Animal Exterminator|
3935|45-3031|Fishing and Hunting Workers|Predatory Animal Hunter|
3936|45-3031|Fishing and Hunting Workers|Predatory Animal Trapper|x
3937|45-3031|Fishing and Hunting Workers|Seaweed Harvester|x
3938|45-3031|Fishing and Hunting Workers|Shellfish Dredge Operator|
3939|45-3031|Fishing and Hunting Workers|Wild Oyster Harvester|x
3940|45-4011|Forest and Conservation Workers|Forest Nursery Worker|
3941|45-4011|Forest and Conservation Workers|Forester Aide|
3942|45-4011|Forest and Conservation Workers|Forestry Laborer|x
3943|45-4011|Forest and Conservation Workers|Pine Straw Gatherer|
3944|45-4011|Forest and Conservation Workers|Rangelands Conservation Laborer|x
3945|45-4011|Forest and Conservation Workers|Reforestation Worker|x
3946|45-4011|Forest and Conservation Workers|Seedling Puller|
3947|45-4011|Forest and Conservation Workers|Wetlands Conservation Laborer|x
3948|45-4021|Fallers|Lumberjack|x
3949|45-4021|Fallers|Pulpwood Cutter|x
3950|45-4021|Fallers|Timber Cutter|x
3951|45-4021|Fallers|Timber Faller|
3952|45-4021|Fallers|Timber Feller|
3953|45-4022|Logging Equipment Operators|Combination Slasher-Loader Operator|
3954|45-4022|Logging Equipment Operators|Delimber Operator|
3955|45-4022|Logging Equipment Operators|Feller Buncher Operator|
3956|45-4022|Logging Equipment Operators|Feller Operator|
3957|45-4022|Logging Equipment Operators|Grapple Operator|
3958|45-4022|Logging Equipment Operators|Grapple Skidder Operator|x
3959|45-4022|Logging Equipment Operators|Loader Operator|
3960|45-4022|Logging Equipment Operators|Log Chipper Operator|
3961|45-4022|Logging Equipment Operators|Log Hauler|x
3962|45-4022|Logging Equipment Operators|Log Loader Operator|
3963|45-4022|Logging Equipment Operators|Log Processor Operator|
3964|45-4022|Logging Equipment Operators|Log Stacker Operator|
3965|45-4022|Logging Equipment Operators|Logging Cable Skidder Operator|
3966|45-4022|Logging Equipment Operators|Logging Clam Bunk Operator|
3967|45-4022|Logging Equipment Operators|Logging Crane Operator|
3968|45-4022|Logging Equipment Operators|Logging Excavator Operator|
3969|45-4022|Logging Equipment Operators|Logging Forwarder Operator|
3970|45-4022|Logging Equipment Operators|Logging Operating Engineer|
3971|45-4022|Logging Equipment Operators|Logging Shovel Operator|
3972|45-4022|Logging Equipment Operators|Logging Slasher Operator|
3973|45-4022|Logging Equipment Operators|Logging Tractor Operator|x
3974|45-4022|Logging Equipment Operators|Lumber Stacker Operator|x
3975|45-4022|Logging Equipment Operators|Timber Harvester Operator|
3976|45-4022|Logging Equipment Operators|Tree Crusher Operator|
3977|45-4022|Logging Equipment Operators|Tree-Shear Operator|
3978|45-4023|Log Graders and Scalers|Log Check Scaler|x
3979|45-4023|Log Graders and Scalers|Log Grader|
3980|45-4023|Log Graders and Scalers|Log Scaler|
3981|45-4023|Log Graders and Scalers|Log Sorter|
3982|45-4023|Log Graders and Scalers|Timber Estimator|x
3983|45-4023|Log Graders and Scalers|Veneer Grader|x
3984|45-4029|Logging Workers, All Other|Log Cutter|
3985|45-4029|Logging Workers, All Other|Log Peeler|
3986|45-4029|Logging Workers, All Other|Log Roper|x
3987|45-4029|Logging Workers, All Other|Logging Laborer|
3988|45-4029|Logging Workers, All Other|Logging Swamper|
3989|45-4029|Logging Workers, All Other|Rigging Slinger|x
3990|45-4029|Logging Workers, All Other|Timber Hand|x
3991|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|Carpenter Supervisor|x
3992|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|Drilling Foreman|
3993|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|Electrician Supervisor|
3994|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|Excavating Supervisor|
3995|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|Foreman|
3996|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|Foreperson|
3997|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|Forewoman|
3998|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|Quarry Boss|x
3999|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|Rig Supervisor|x
4000|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|Roustabout Crew Leader|
4001|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|Segmental Paving Supervisor|
4002|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|Solar Panel Installation Supervisor|x
4003|47-1011|First-Line Supervisors of Construction Trades and Extraction Workers|Tool Pushers|
4004|47-2011|Boilermakers|Boiler Fitter|
4005|47-2011|Boilermakers|Boiler Installer|x
4006|47-2011|Boilermakers|Boiler Mechanic|x
4007|47-2011|Boilermakers|Boiler Setter|
4008|47-2011|Boilermakers|Boiler Tester|x
4009|47-2011|Boilermakers|Boilermaker Mechanic|
4010|47-2021|Brickmasons and Blockmasons|Adobe Layer|x
4011|47-2021|Brickmasons and Blockmasons|Block Layer|
4012|47-2021|Brickmasons and Blockmasons|Blockmason|
4013|47-2021|Brickmasons and Blockmasons|Brick Chimney Builder|x
4014|47-2021|Brickmasons and Blockmasons|Brick Setter|
4015|47-2021|Brickmasons and Blockmasons|Bricklayer|
4016|47-2021|Brickmasons and Blockmasons|Brickmason|
4017|47-2021|Brickmasons and Blockmasons|Brickmason Apprentice|
4018|47-2021|Brickmasons and Blockmasons|Firebrick Layer|
4019|47-2021|Brickmasons and Blockmasons|Furnace Mason|
4020|47-2021|Brickmasons and Blockmasons|Pottery Kiln Builder|
4021|47-2021|Brickmasons and Blockmasons|Refractory Bricklayer|x
4022|47-2022|Stonemasons|Banker Mason|
4023|47-2022|Stonemasons|Curbstone Setter|x
4024|47-2022|Stonemasons|Granite Setter|x
4025|47-2022|Stonemasons|Memorial Mason|
4026|47-2022|Stonemasons|Monument Mason|x
4027|47-2022|Stonemasons|Rock Mason|
4028|47-2022|Stonemasons|Stone Chimney Mason|
4029|47-2022|Stonemasons|Stone Layer|
4030|47-2031|Carpenters|Beam Builder|
4031|47-2031|Carpenters|Building Carpenter|x
4032|47-2031|Carpenters|Construction Carpenter|
4033|47-2031|Carpenters|Counter Installer|
4034|47-2031|Carpenters|Custom Wood Stair Builder|x
4035|47-2031|Carpenters|Finish Carpenter|
4036|47-2031|Carpenters|Hardwood Floor Installer|
4037|47-2031|Carpenters|House Carpenter|
4038|47-2031|Carpenters|Wood Floor Layer|x
4039|47-2041|Carpet Installers|Carpet Layer|x
4040|47-2041|Carpet Installers|Commercial Carpet Installer|
4041|47-2041|Carpet Installers|Residential Carpet Installer|
4042|47-2041|Carpet Installers|Wall-to-Wall Carpet Installer|x
4043|47-2042|Floor Layers, Except Carpet, Wood, and Hard Tiles|Composition Floor Layer|x
4044|47-2042|Floor Layers, Except Carpet, Wood, and Hard Tiles|Cork Floor Installer|x
4045|47-2042|Floor Layers, Except Carpet, Wood, and Hard Tiles|Laminate Floor Installer|
4046|47-2042|Floor Layers, Except Carpet, Wood, and Hard Tiles|Linoleum Installer|x
4047|47-2042|Floor Layers, Except Carpet, Wood, and Hard Tiles|Resilient Tile Installer|
4048|47-2042|Floor Layers, Except Carpet, Wood, and Hard Tiles|Shock-Absorption Floor Layer|x
4049|47-2042|Floor Layers, Except Carpet, Wood, and Hard Tiles|Vinyl Flooring Installer|
4050|47-2042|Floor Layers, Except Carpet, Wood, and Hard Tiles|Vinyl Installer|
4051|47-2043|Floor Sanders and Finishers|Floor Finisher|
4052|47-2043|Floor Sanders and Finishers|Floor Refinisher|
4053|47-2043|Floor Sanders and Finishers|Floor Sander|
4054|47-2043|Floor Sanders and Finishers|Floor Sanding Machine Operator|x
4055|47-2043|Floor Sanders and Finishers|Floor Scraper|x
4056|47-2043|Floor Sanders and Finishers|Hardwood Finisher|x
4057|47-2044|Tile and Stone Setters|Ceramic Tile Installer|x
4058|47-2044|Tile and Stone Setters|Hard Tile Setter|x
4059|47-2044|Tile and Stone Setters|Marble Ceiling Installer|x
4060|47-2044|Tile and Stone Setters|Parquet Floor Layer|x
4061|47-2044|Tile and Stone Setters|Tile Installer|
4062|47-2044|Tile and Stone Setters|Tile Mason|
4063|47-2044|Tile and Stone Setters|Wood Tile Installer|
4064|47-2051|Cement Masons and Concrete Finishers|Cement Mason|
4065|47-2051|Cement Masons and Concrete Finishers|Cement Patcher|x
4066|47-2051|Cement Masons and Concrete Finishers|Concrete Finisher|
4067|47-2051|Cement Masons and Concrete Finishers|Concrete Floor Installer|x
4068|47-2051|Cement Masons and Concrete Finishers|Concrete Mason|
4069|47-2051|Cement Masons and Concrete Finishers|Concrete Smoother|
4070|47-2051|Cement Masons and Concrete Finishers|Concrete Swimming Pool Installer|x
4071|47-2053|Terrazzo Workers and Finishers|Granite-Chip Terrazzo  Finisher|
4072|47-2053|Terrazzo Workers and Finishers|Marble-Chip Terrazzo Worker|
4073|47-2053|Terrazzo Workers and Finishers|Onyx-Chip Terrazzo Worker|x
4074|47-2053|Terrazzo Workers and Finishers|Rustic Terrazzo Setter|
4075|47-2053|Terrazzo Workers and Finishers|Terrazzo Finisher|
4076|47-2053|Terrazzo Workers and Finishers|Terrazzo Grinder|x
4077|47-2053|Terrazzo Workers and Finishers|Terrazzo Installer|
4078|47-2053|Terrazzo Workers and Finishers|Terrazzo Layer|
4079|47-2053|Terrazzo Workers and Finishers|Terrazzo Setter|x
4080|47-2053|Terrazzo Workers and Finishers|Terrazzo Worker|
4081|47-2061|Construction Laborers|Air Hammer Operator|x
4082|47-2061|Construction Laborers|Construction Craft Laborer|x
4083|47-2061|Construction Laborers|Construction Trench Digger|x
4084|47-2071|Paving, Surfacing, and Tamping Equipment Operators|Asphalt Paver|
4085|47-2071|Paving, Surfacing, and Tamping Equipment Operators|Asphalt Paving Machine Operator|
4086|47-2071|Paving, Surfacing, and Tamping Equipment Operators|Asphalt Roller Operator|x
4087|47-2071|Paving, Surfacing, and Tamping Equipment Operators|Asphalt Tamping Machine Operator|
4088|47-2071|Paving, Surfacing, and Tamping Equipment Operators|Blacktop-Paver Operator|x
4089|47-2071|Paving, Surfacing, and Tamping Equipment Operators|Paver Operator|
4090|47-2071|Paving, Surfacing, and Tamping Equipment Operators|Road Grader|x
4091|47-2071|Paving, Surfacing, and Tamping Equipment Operators|Screed Operator|
4092|47-2072|Pile Driver Operators|Diesel Pile Hammer Operator|
4093|47-2072|Pile Driver Operators|Hydraulic Pile Hammer Operator|x
4094|47-2072|Pile Driver Operators|Hydraulic Press-In Operator|
4095|47-2072|Pile Driver Operators|Vibratory Pile Driver|x
4096|47-2073|Operating Engineers and Other Construction Equipment Operators|Angle Dozer Operator|
4097|47-2073|Operating Engineers and Other Construction Equipment Operators|Blade Grader Operator|
4098|47-2073|Operating Engineers and Other Construction Equipment Operators|Construction Backhoe Operator|
4099|47-2073|Operating Engineers and Other Construction Equipment Operators|Construction Bulldozer Operator|x
4100|47-2073|Operating Engineers and Other Construction Equipment Operators|Construction Excavator|
4101|47-2073|Operating Engineers and Other Construction Equipment Operators|Construction Shovel Operator|
4102|47-2073|Operating Engineers and Other Construction Equipment Operators|Ditching Machine Operating Engineer|
4103|47-2073|Operating Engineers and Other Construction Equipment Operators|Grader Operator|
4104|47-2073|Operating Engineers and Other Construction Equipment Operators|Motor Grader Operator|
4105|47-2073|Operating Engineers and Other Construction Equipment Operators|Road Grader|x
4106|47-2073|Operating Engineers and Other Construction Equipment Operators|Scraper Operator|
4107|47-2073|Operating Engineers and Other Construction Equipment Operators|Steam Shovel Operating Engineer|
4108|47-2073|Operating Engineers and Other Construction Equipment Operators|Steam Shovel Operator|x
4109|47-2081|Drywall and Ceiling Tile Installers|Acoustical Ceiling Installer|x
4110|47-2081|Drywall and Ceiling Tile Installers|Drywall Applicator|
4111|47-2081|Drywall and Ceiling Tile Installers|Drywall Finisher|x
4112|47-2081|Drywall and Ceiling Tile Installers|Drywall Hanger|
4113|47-2081|Drywall and Ceiling Tile Installers|Drywall Installer|
4114|47-2081|Drywall and Ceiling Tile Installers|Drywall Sander|
4115|47-2081|Drywall and Ceiling Tile Installers|Drywall Stripper|
4116|47-2081|Drywall and Ceiling Tile Installers|Drywall Worker|
4117|47-2081|Drywall and Ceiling Tile Installers|Sheet Rock Applier|
4118|47-2081|Drywall and Ceiling Tile Installers|Sheet Rock Hanger|x
4119|47-2081|Drywall and Ceiling Tile Installers|Sheet Rock Installer|
4120|47-2081|Drywall and Ceiling Tile Installers|Sheet Rock Worker|
4121|47-2082|Tapers|Drywall Taper|x
4122|47-2082|Tapers|Sheet Rock Taper|x
4123|47-2082|Tapers|Wall Taper|x
4124|47-2111|Electricians|Chief Electrician|
4125|47-2111|Electricians|Control Electrician|
4126|47-2111|Electricians|Electrical Maintenance Worker|
4127|47-2111|Electricians|Electrical Sign Wirer|x
4128|47-2111|Electricians|House Wirer|
4129|47-2111|Electricians|Licensed Electrician|
4130|47-2111|Electricians|Lighting Fixture Installer|
4131|47-2111|Electricians|Marine Electrician|
4132|47-2111|Electricians|Master Electrician|x
4133|47-2111|Electricians|Solar Photovoltaic Electrician|x
4134|47-2111|Electricians|Stage Electrician|
4135|47-2121|Glaziers|Leaded Glass Installer|
4136|47-2121|Glaziers|Plate Glass Installer|x
4137|47-2121|Glaziers|Stained Glass Glazier|
4138|47-2121|Glaziers|Stained Glass Installer|
4139|47-2121|Glaziers|Stained Glass Joiner|x
4140|47-2121|Glaziers|Window Glazier|
4141|47-2131|Insulation Workers, Floor, Ceiling, and Wall|Ceiling Insulation Blower|x
4142|47-2131|Insulation Workers, Floor, Ceiling, and Wall|Composition Weatherboard Installer|x
4143|47-2131|Insulation Workers, Floor, Ceiling, and Wall|Cork Insulation Installer|
4144|47-2131|Insulation Workers, Floor, Ceiling, and Wall|Cork Insulator|
4145|47-2131|Insulation Workers, Floor, Ceiling, and Wall|Insulation Machine Operator|
4146|47-2131|Insulation Workers, Floor, Ceiling, and Wall|Interior Surface Insulation Worker|x
4147|47-2131|Insulation Workers, Floor, Ceiling, and Wall|Wall Insulation Sprayer|
4148|47-2132|Insulation Workers, Mechanical|Boiler Coverer|x
4149|47-2132|Insulation Workers, Mechanical|Heat and Frost Insulator|
4150|47-2132|Insulation Workers, Mechanical|Pipe Coverer|x
4151|47-2132|Insulation Workers, Mechanical|Pipe Insulator|x
4152|47-2132|Insulation Workers, Mechanical|Refrigeration Insulator|
4153|47-2132|Insulation Workers, Mechanical|Sheet Metal Insulator|
4154|47-2141|Painters, Construction and Maintenance|Bridge Painter|x
4155|47-2141|Painters, Construction and Maintenance|Facilities Painter|
4156|47-2141|Painters, Construction and Maintenance|Highway Painter|
4157|47-2141|Painters, Construction and Maintenance|House Painter|x
4158|47-2141|Painters, Construction and Maintenance|Industrial Painter|
4159|47-2141|Painters, Construction and Maintenance|Parking Line Painter|
4160|47-2141|Painters, Construction and Maintenance|Roof Painter|
4161|47-2141|Painters, Construction and Maintenance|Traffic Line Painter|x
4162|47-2142|Paperhangers|Billboard Poster|x
4163|47-2142|Paperhangers|Wall Covering Installer|x
4164|47-2142|Paperhangers|Wallpaper Hanger|
4165|47-2142|Paperhangers|Wallpaperer|x
4166|47-2151|Pipelayers|Cast-Iron Drain Pipe Layer|x
4167|47-2151|Pipelayers|Pipe Layer|
4168|47-2151|Pipelayers|Sewer Pipe Layer|
4169|47-2151|Pipelayers|Trench Pipe Layer|x
4170|47-2151|Pipelayers|Water Main Pipe Layer|x
4171|47-2152|Plumbers, Pipefitters, and Steamfitters|Fire Sprinkler Installer|x
4172|47-2152|Plumbers, Pipefitters, and Steamfitters|Gas Main Fitter|
4173|47-2152|Plumbers, Pipefitters, and Steamfitters|Gas Plumber|
4174|47-2152|Plumbers, Pipefitters, and Steamfitters|Hydraulic Plumber|
4175|47-2152|Plumbers, Pipefitters, and Steamfitters|Industrial Gas Fitter|
4176|47-2152|Plumbers, Pipefitters, and Steamfitters|Marine Pipefitter|
